3.380876779556274414e-01,8.601418733596801758e-01,-1.651736880603493773e-07,3.883295655250549316e-01,7.773169279098510742e-01,5.986771546304225922e-03,4.937952756881713867e-01,7.715016603469848633e-01,-4.724075552076101303e-03,5.903047919273376465e-01,8.232944607734680176e-01,-1.629215292632579803e-02,6.485887169837951660e-01,8.748347759246826172e-01,-2.513595856726169586e-02,5.373212099075317383e-01,6.713830232620239258e-01,-4.241659864783287048e-02,6.573787331581115723e-01,6.834294795989990234e-01,-5.960792303085327148e-02,7.276055216789245605e-01,6.914194822311401367e-01,-6.230407953262329102e-02,7.816996574401855469e-01,6.918330788612365723e-01,-6.546739488840103149e-02,5.418076515197753906e-01,7.328320145606994629e-01,-5.775110423564910889e-02,6.293920874595642090e-01,8.476254343986511230e-01,-7.868763059377670288e-02,5.887484550476074219e-01,8.790803551673889160e-01,-7.048474252223968506e-02,5.538969635963439941e-01,8.591850399971008301e-01,-6.232061237096786499e-02,5.375802516937255859e-01,8.159102201461791992e-01,-6.997881829738616943e-02,6.001958250999450684e-01,9.189143180847167969e-01,-8.378248661756515503e-02,5.593907237052917480e-01,9.323589205741882324e-01,-6.162834912538528442e-02,5.310370922088623047e-01,9.081852436065673828e-01,-4.662218689918518066e-02,5.319145917892456055e-01,9.002753496170043945e-01,-8.165933191776275635e-02,5.854141712188720703e-01,9.710384011268615723e-01,-8.109290152788162231e-02,5.462672114372253418e-01,9.796930551528930664e-01,-6.035416573286056519e-02,5.162828564643859863e-01,9.652978777885437012e-01,-4.661099240183830261e-02
3.407114446163177490e-01,8.572803139686584473e-01,-1.434372194353272789e-07,3.899585008621215820e-01,7.745147943496704102e-01,5.561388563364744186e-03,4.940358698368072510e-01,7.702587246894836426e-01,-5.944285541772842407e-03,5.906172990798950195e-01,8.232971429824829102e-01,-1.793127320706844330e-02,6.484671831130981445e-01,8.757854700088500977e-01,-2.715265192091464996e-02,5.370250344276428223e-01,6.694873571395874023e-01,-4.401880130171775818e-02,6.561886072158813477e-01,6.850572228431701660e-01,-6.217824295163154602e-02,7.268296480178833008e-01,6.940799951553344727e-01,-6.584043800830841064e-02,7.817624807357788086e-01,6.954916119575500488e-01,-6.967633962631225586e-02,5.419465303421020508e-01,7.312530875205993652e-01,-5.912441015243530273e-02,6.302174925804138184e-01,8.489353656768798828e-01,-8.107433468103408813e-02,5.891201496124267578e-01,8.790197372436523438e-01,-7.320419698953628540e-02,5.537288784980773926e-01,8.575629591941833496e-01,-6.483738124370574951e-02,5.383574366569519043e-01,8.144394159317016602e-01,-7.102313637733459473e-02,6.011721491813659668e-01,9.201915264129638672e-01,-8.519539237022399902e-02,5.598815083503723145e-01,9.326559305191040039e-01,-6.290961802005767822e-02,5.314087271690368652e-01,9.080504775047302246e-01,-4.751284420490264893e-02,5.332927703857421875e-01,8.984998464584350586e-01,-8.232197165489196777e-02,5.858224630355834961e-01,9.696131944656372070e-01,-8.152379095554351807e-02,5.459908843040466309e-01,9.773153066635131836e-01,-6.043906509876251221e-02,5.159419178962707520e-01,9.631757736206054688e-01,-4.635826870799064636e-02
3.692513704299926758e-01,8.483138680458068848e-01,-1.172588852682565630e-07,4.139314591884613037e-01,7.777485847473144531e-01,-1.364731113426387310e-03,5.179387927055358887e-01,7.768523693084716797e-01,-1.418065000325441360e-02,6.086316704750061035e-01,8.425383567810058594e-01,-2.502044476568698883e-02,6.580231189727783203e-01,8.963111639022827148e-01,-3.268177434802055359e-02,5.516567826271057129e-01,6.815026998519897461e-01,-5.665095895528793335e-02,6.708271503448486328e-01,6.996821165084838867e-01,-8.011519163846969604e-02,7.421762943267822266e-01,7.110620737075805664e-01,-8.846293389797210693e-02,7.968029379844665527e-01,7.150607109069824219e-01,-9.539453685283660889e-02,5.524932146072387695e-01,7.456563711166381836e-01,-6.758859753608703613e-02,6.395763754844665527e-01,8.680502176284790039e-01,-9.749557077884674072e-02,5.994341373443603516e-01,8.927984237670898438e-01,-9.343421459197998047e-02,5.628136396408081055e-01,8.693357706069946289e-01,-8.601153641939163208e-02,5.482053160667419434e-01,8.299978375434875488e-01,-7.525575160980224609e-02,6.091091632843017578e-01,9.356082677841186523e-01,-9.563732892274856567e-02,5.677458643913269043e-01,9.427623152732849121e-01,-7.590381056070327759e-02,5.386518239974975586e-01,9.171664714813232422e-01,-6.060410663485527039e-02,5.457042455673217773e-01,9.163784980773925781e-01,-8.270009607076644897e-02,5.883546471595764160e-01,9.895805120468139648e-01,-8.904271572828292847e-02,5.459940433502197266e-01,9.900224804878234863e-01,-7.211399078369140625e-02,5.171796083450317383e-01,9.740057587623596191e-01,-5.970767885446548462e-02
3.716592192649841309e-01,8.509422540664672852e-01,-9.415600743523100391e-08,4.164212644100189209e-01,7.795888781547546387e-01,-2.458163071423768997e-03,5.207217931747436523e-01,7.791897058486938477e-01,-1.577852107584476471e-02,6.109327673912048340e-01,8.431842923164367676e-01,-2.715273201465606689e-02,6.608463525772094727e-01,8.972261548042297363e-01,-3.508252650499343872e-02,5.548720359802246094e-01,6.850104331970214844e-01,-5.545719340443611145e-02,6.730898618698120117e-01,7.027343511581420898e-01,-8.047305047512054443e-02,7.450882196426391602e-01,7.147290706634521484e-01,-9.023056179285049438e-02,7.989237308502197266e-01,7.205859422683715820e-01,-9.796024113893508911e-02,5.546966791152954102e-01,7.490870356559753418e-01,-6.657664477825164795e-02,6.424912214279174805e-01,8.740658760070800781e-01,-9.946508705615997314e-02,6.030744910240173340e-01,8.977698683738708496e-01,-9.707439690828323364e-02,5.660927891731262207e-01,8.742361664772033691e-01,-8.994244784116744995e-02,5.504832863807678223e-01,8.331419825553894043e-01,-7.476153224706649780e-02,6.130217313766479492e-01,9.396991729736328125e-01,-9.682763367891311646e-02,5.724199414253234863e-01,9.465143680572509766e-01,-7.729315757751464844e-02,5.432919263839721680e-01,9.217109680175781250e-01,-6.150624155998229980e-02,5.481174588203430176e-01,9.181371331214904785e-01,-8.299876749515533447e-02,5.907038450241088867e-01,9.935227036476135254e-01,-9.057696163654327393e-02,5.484269261360168457e-01,9.941931366920471191e-01,-7.410423457622528076e-02,5.198233127593994141e-01,9.787014722824096680e-01,-6.158331409096717834e-02
3.787226676940917969e-01,8.518719673156738281e-01,-4.133923070526179799e-08,4.185539782047271729e-01,7.792186737060546875e-01,-1.724498462863266468e-03,5.190876126289367676e-01,7.765713930130004883e-01,-1.584281213581562042e-02,6.120736598968505859e-01,8.360232710838317871e-01,-2.761555090546607971e-02,6.660642027854919434e-01,8.804760575294494629e-01,-3.640619292855262756e-02,5.517783761024475098e-01,6.768245697021484375e-01,-6.092692539095878601e-02,6.734872460365295410e-01,6.853623390197753906e-01,-8.910512179136276245e-02,7.486828565597534180e-01,6.940544843673706055e-01,-1.014457717537879944e-01,8.050358295440673828e-01,6.972464919090270996e-01,-1.105583682656288147e-01,5.546239018440246582e-01,7.391465306282043457e-01,-7.216408103704452515e-02,6.470561027526855469e-01,8.582709431648254395e-01,-1.068452596664428711e-01,6.075867414474487305e-01,8.859321475028991699e-01,-1.050615608692169189e-01,5.705742239952087402e-01,8.637021780014038086e-01,-9.798400849103927612e-02,5.525659918785095215e-01,8.235175609588623047e-01,-7.993240654468536377e-02,6.164794564247131348e-01,9.270835518836975098e-01,-1.061742305755615234e-01,5.741292238235473633e-01,9.350007176399230957e-01,-8.773393183946609497e-02,5.464680790901184082e-01,9.085450172424316406e-01,-7.166673988103866577e-02,5.536742806434631348e-01,9.092941880226135254e-01,-8.693755418062210083e-02,5.941506624221801758e-01,9.824510812759399414e-01,-9.657057374715805054e-02,5.507220625877380371e-01,9.838503599166870117e-01,-7.922939211130142212e-02,5.245066285133361816e-01,9.682544469833374023e-01,-6.576620787382125854e-02
3.793954849243164062e-01,8.541300892829895020e-01,-5.897534460785891497e-09,4.176357388496398926e-01,7.827049493789672852e-01,-3.476804355159401894e-03,5.188719630241394043e-01,7.736248970031738281e-01,-1.831045560538768768e-02,6.128479242324829102e-01,8.273484110832214355e-01,-3.080645017325878143e-02,6.686427593231201172e-01,8.755972981452941895e-01,-4.003613442182540894e-02,5.499400496482849121e-01,6.705195307731628418e-01,-5.976449325680732727e-02,6.707494854927062988e-01,6.749538183212280273e-01,-8.607060462236404419e-02,7.459107041358947754e-01,6.828091740608215332e-01,-9.676066040992736816e-02,8.009032607078552246e-01,6.859715580940246582e-01,-1.050099134445190430e-01,5.531224012374877930e-01,7.297453284263610840e-01,-7.094366103410720825e-02,6.466783285140991211e-01,8.500981330871582031e-01,-1.065645441412925720e-01,6.079237461090087891e-01,8.798853158950805664e-01,-1.065575852990150452e-01,5.719274878501892090e-01,8.589869141578674316e-01,-1.003352478146553040e-01,5.531967878341674805e-01,8.163287043571472168e-01,-7.870345562696456909e-02,6.209261417388916016e-01,9.227751493453979492e-01,-1.049310937523841858e-01,5.781082510948181152e-01,9.325968623161315918e-01,-8.668171614408493042e-02,5.510318875312805176e-01,9.049596786499023438e-01,-7.063151150941848755e-02,5.563533902168273926e-01,9.049372673034667969e-01,-8.602129667997360229e-02,6.018264293670654297e-01,9.789025783538818359e-01,-9.586210548877716064e-02,5.587772727012634277e-01,9.827721714973449707e-01,-7.868508994579315186e-02,5.331190824508666992e-01,9.673884510993957520e-01,-6.496515125036239624e-02
3.437129855155944824e-01,8.571581840515136719e-01,1.361593149340478703e-07,3.874349594116210938e-01,7.689473032951354980e-01,6.466470658779144287e-03,4.867059588432312012e-01,7.469525337219238281e-01,-1.085397321730852127e-02,5.817619562149047852e-01,7.825880646705627441e-01,-3.103291615843772888e-02,6.478605270385742188e-01,8.211210966110229492e-01,-4.952507466077804565e-02,5.137618184089660645e-01,6.404068470001220703e-01,-4.590307548642158508e-02,6.344951391220092773e-01,6.178016662597656250e-01,-7.403250783681869507e-02,7.104577422142028809e-01,6.126409769058227539e-01,-8.483056724071502686e-02,7.679247856140136719e-01,6.081370115280151367e-01,-9.158423542976379395e-02,5.191474556922912598e-01,6.929129958152770996e-01,-6.714951992034912109e-02,6.320625543594360352e-01,7.942513227462768555e-01,-1.000580862164497375e-01,5.951861143112182617e-01,8.360038399696350098e-01,-9.519919008016586304e-02,5.574822425842285156e-01,8.218590021133422852e-01,-8.568816632032394409e-02,5.183787345886230469e-01,7.747399210929870605e-01,-8.552855998277664185e-02,6.067098975181579590e-01,8.750839233398437500e-01,-1.086187735199928284e-01,5.648169517517089844e-01,8.971155881881713867e-01,-8.238408714532852173e-02,5.314985513687133789e-01,8.719694614410400391e-01,-6.089107319712638855e-02,5.161863565444946289e-01,8.590569496154785156e-01,-1.032818704843521118e-01,5.938422679901123047e-01,9.298753142356872559e-01,-1.057748273015022278e-01,5.564048886299133301e-01,9.463301301002502441e-01,-7.693923264741897583e-02,5.235110521316528320e-01,9.286482334136962891e-01,-5.514274537563323975e-02
3.417416810989379883e-01,8.499600291252136230e-01,1.682935533153795404e-07,3.837734162807464600e-01,7.604762911796569824e-01,1.034716982394456863e-02,4.814393222332000732e-01,7.395474314689636230e-01,-6.101452745497226715e-03,5.746365189552307129e-01,7.742213010787963867e-01,-2.543813921511173248e-02,6.381953954696655273e-01,8.059416413307189941e-01,-4.378252476453781128e-02,4.993387758731842041e-01,6.244804859161376953e-01,-4.871862381696701050e-02,6.174466609954833984e-01,5.961090922355651855e-01,-7.849875092506408691e-02,6.950599551200866699e-01,5.845901966094970703e-01,-9.196490794420242310e-02,7.532667517662048340e-01,5.777585506439208984e-01,-1.001511514186859131e-01,5.031639933586120605e-01,6.760364174842834473e-01,-7.038733363151550293e-02,6.199312806129455566e-01,7.757556438446044922e-01,-1.054697558283805847e-01,5.851609706878662109e-01,8.155748844146728516e-01,-1.005913615226745605e-01,5.443880558013916016e-01,8.040721416473388672e-01,-9.024912118911743164e-02,5.033206939697265625e-01,7.565209269523620605e-01,-8.838997781276702881e-02,5.998606681823730469e-01,8.554371595382690430e-01,-1.122065633535385132e-01,5.594657659530639648e-01,8.750202655792236328e-01,-8.569561690092086792e-02,5.226297974586486816e-01,8.540899157524108887e-01,-6.324078142642974854e-02,5.045158267021179199e-01,8.397691845893859863e-01,-1.052390262484550476e-01,5.826787352561950684e-01,9.101850986480712891e-01,-1.063604652881622314e-01,5.448187589645385742e-01,9.240683913230895996e-01,-7.686711102724075317e-02,5.094351768493652344e-01,9.094709753990173340e-01,-5.456457659602165222e-02
2.443643212318420410e-01,8.317706584930419922e-01,1.831249534234302700e-07,2.955731749534606934e-01,7.316944003105163574e-01,1.247265608981251717e-03,4.048153758049011230e-01,6.871456503868103027e-01,-1.798502355813980103e-02,5.068013668060302734e-01,7.044071555137634277e-01,-3.991711884737014771e-02,5.848675966262817383e-01,7.263455986976623535e-01,-5.987748503684997559e-02,4.181462526321411133e-01,5.500009059906005859e-01,-4.502820596098899841e-02,5.356947183609008789e-01,5.205982923507690430e-01,-7.739618420600891113e-02,6.128732562065124512e-01,5.022525787353515625e-01,-9.313954412937164307e-02,6.740656495094299316e-01,4.856955409049987793e-01,-1.038890033960342407e-01,4.184371531009674072e-01,5.991499423980712891e-01,-6.688821315765380859e-02,5.507386922836303711e-01,6.849209666252136230e-01,-1.034888550639152527e-01,5.189521908760070801e-01,7.312958240509033203e-01,-1.010425463318824768e-01,4.804968237876892090e-01,7.252044677734375000e-01,-9.382136911153793335e-02,4.167749881744384766e-01,6.788840889930725098e-01,-8.701892197132110596e-02,5.313225984573364258e-01,7.682031393051147461e-01,-1.105197146534919739e-01,4.903941750526428223e-01,7.929714322090148926e-01,-8.046746253967285156e-02,4.530224204063415527e-01,7.729124426841735840e-01,-5.716140195727348328e-02,4.129328727722167969e-01,7.618795633316040039e-01,-1.080182418227195740e-01,5.105817914009094238e-01,8.233928084373474121e-01,-1.110778152942657471e-01,4.737387597560882568e-01,8.416781425476074219e-01,-8.068498224020004272e-02,4.381172358989715576e-01,8.267201781272888184e-01,-5.843566358089447021e-02
2.403002679347991943e-01,8.054289221763610840e-01,2.654151671777071897e-07,2.921375632286071777e-01,7.110851407051086426e-01,-3.755473881028592587e-04,3.955323994159698486e-01,6.707969307899475098e-01,-2.480306662619113922e-02,4.916818439960479736e-01,6.907678842544555664e-01,-5.129660293459892273e-02,5.647390484809875488e-01,7.094969153404235840e-01,-7.575757056474685669e-02,3.969689607620239258e-01,5.296293497085571289e-01,-6.146344915032386780e-02,5.164247751235961914e-01,5.047030448913574219e-01,-1.024109274148941040e-01,5.943550467491149902e-01,4.888863265514373779e-01,-1.251346021890640259e-01,6.556680202484130859e-01,4.740511178970336914e-01,-1.400924772024154663e-01,3.897314667701721191e-01,5.762966871261596680e-01,-8.479602634906768799e-02,5.305794477462768555e-01,6.645931005477905273e-01,-1.267978996038436890e-01,5.018084645271301270e-01,7.138127684593200684e-01,-1.259026378393173218e-01,4.652876257896423340e-01,7.079759240150451660e-01,-1.204631701111793518e-01,3.863590061664581299e-01,6.557078361511230469e-01,-1.059406176209449768e-01,5.106918811798095703e-01,7.488474249839782715e-01,-1.318539381027221680e-01,4.721083939075469971e-01,7.770935297012329102e-01,-9.999342262744903564e-02,4.358296096324920654e-01,7.578797340393066406e-01,-7.628820091485977173e-02,3.828759789466857910e-01,7.399137020111083984e-01,-1.283241808414459229e-01,4.875910282135009766e-01,8.069583773612976074e-01,-1.328495442867279053e-01,4.528690874576568604e-01,8.287229537963867188e-01,-1.012720763683319092e-01,4.168218672275543213e-01,8.149989843368530273e-01,-7.843844592571258545e-02
